set,series,number,name,rarity,types,hp,image_small,is_ex,popularity,tcgplayer_price,cardmarket_price_eur,price,predicted_price,residual_log,verdict,confident,pull_cost,pull_score,pct_change_7d,pct_change_30d
Dragons Exalted,Black & White,58,Golett,Common,Psychic,90.0,https://images.pokemontcg.io/bw6/58.png,0,3.0,0.33,0.14,0.33,0.42,-0.24,fair,True,,,0.0,
151,Scarlet & Violet,122,Mr. Mime,Rare,Psychic,90.0,https://images.pokemontcg.io/sv3pt5/122.png,0,3.0,0.27,0.14,0.27,0.34,-0.24,fair,True,,,3.8,
Silver Tempest,Sword & Shield,70,Mawile V,Rare Holo V,Psychic,200.0,https://images.pokemontcg.io/swsh12/70.png,0,3.0,0.86,0.45,0.86,1.09,-0.24,fair,True,,,-3.4,
Dragon,EX,22,Vibrava,Rare,Colorless,80.0,https://images.pokemontcg.io/ex3/22.png,0,3.0,1.62,0.63,1.62,2.05,-0.24,fair,True,,,4.5,
Cosmic Eclipse,Sun & Moon,196,Lillie's Full Force,Uncommon,,0.0,https://images.pokemontcg.io/sm12/196.png,0,3.0,0.28,0.12,0.28,0.35,-0.24,fair,True,,,0.0,
Unbroken Bonds,Sun & Moon,92,Rhyhorn,Common,Fighting,80.0,https://images.pokemontcg.io/sm10/92.png,0,3.0,0.24,0.14,0.24,0.3,-0.24,fair,True,,,4.3,
Unbroken Bonds,Sun & Moon,44,Seel,Common,Water,80.0,https://images.pokemontcg.io/sm10/44.png,0,3.0,0.24,0.08,0.24,0.3,-0.24,fair,True,,,-4.0,
POP Series 5,POP,13,Pikachu δ,Common,Metal,40.0,https://images.pokemontcg.io/pop5/13.png,0,3.0,56.06,32.36,56.06,70.97,-0.24,fair,True,,,2.3,
Stellar Crown,Scarlet & Violet,11,Eldegoss,Uncommon,Grass,90.0,https://images.pokemontcg.io/sv7/11.png,0,3.0,0.07,0.05,0.07,0.09,-0.24,fair,True,,,0.0,
Crown Zenith,Sword & Shield,139,Potion,Common,,0.0,https://images.pokemontcg.io/swsh12pt5/139.png,0,3.0,0.1,0.06,0.1,0.13,-0.24,fair,True,,,25.0,
Expedition Base Set,E-Card,74,Croconaw,Uncommon,Water,80.0,https://images.pokemontcg.io/ecard1/74.png,0,3.0,10.63,1.02,10.63,13.46,-0.24,fair,True,,,0.0,
Phantom Forces,XY,91,AZ,Uncommon,,0.0,https://images.pokemontcg.io/xy4/91.png,0,3.0,0.37,0.3,0.37,0.47,-0.24,fair,True,,,0.0,
Silver Tempest Trainer Gallery,Sword & Shield,TG04,Jynx,Trainer Gallery Rare Holo,Psychic,100.0,https://images.pokemontcg.io/swsh12tg/TG04.png,0,3.0,3.39,3.53,3.39,4.29,-0.24,fair,True,,,-2.0,
Champion's Path,Sword & Shield,62,Professor's Research (Professor Magnolia),Rare Holo,,0.0,https://images.pokemontcg.io/swsh35/62.png,0,3.0,0.22,0.32,0.22,0.28,-0.24,fair,True,,,10.0,
Phantasmal Flames,Mega Evolution,31,Boltund,Common,Lightning,130.0,https://images.pokemontcg.io/me2/31.png,0,3.0,0.07,,0.07,0.09,-0.24,fair,True,,,-36.4,
Neo Genesis,Neo,106,Fighting Energy,Unknown,,0.0,https://images.pokemontcg.io/neo1/106.png,0,3.0,0.37,0.83,0.37,0.47,-0.24,,False,,,2.8,
Fusion Strike,Sword & Shield,101,Vikavolt,Rare,Lightning,150.0,https://images.pokemontcg.io/swsh8/101.png,0,3.0,0.17,0.07,0.17,0.22,-0.23,fair,True,,,6.3,
Forbidden Light,Sun & Moon,124,Yveltal-GX,Rare Ultra,Darkness,180.0,https://images.pokemontcg.io/sm6/124.png,0,3.0,20.59,12.09,20.59,26.04,-0.23,fair,True,,,0.6,
Deoxys,EX,84,Balloon Berry,Uncommon,,0.0,https://images.pokemontcg.io/ex8/84.png,0,3.0,0.93,1.15,0.93,1.18,-0.23,fair,True,,,0.0,
Cosmic Eclipse,Sun & Moon,106,Nosepass,Common,Fighting,80.0,https://images.pokemontcg.io/sm12/106.png,0,3.0,0.21,0.11,0.21,0.27,-0.23,fair,True,,,5.0,
Guardians Rising,Sun & Moon,57,Toxapex-GX,Rare Holo GX,Psychic,210.0,https://images.pokemontcg.io/sm2/57.png,0,3.0,2.91,1.59,2.91,3.68,-0.23,fair,True,,,-2.0,
Crown Zenith,Sword & Shield,98,Zamazenta V,Rare Holo V,Metal,220.0,https://images.pokemontcg.io/swsh12pt5/98.png,0,3.0,0.96,0.96,0.96,1.21,-0.23,fair,True,,,5.5,
Paldean Fates,Scarlet & Violet,170,Primeape,Shiny Rare,Fighting,90.0,https://images.pokemontcg.io/sv4pt5/170.png,0,3.0,4.46,3.59,4.46,5.64,-0.23,fair,True,,,-1.1,
Paldean Fates,Scarlet & Violet,134,Electrode,Shiny Rare,Lightning,90.0,https://images.pokemontcg.io/sv4pt5/134.png,0,3.0,4.46,2.77,4.46,5.64,-0.23,fair,True,,,0.5,
Vivid Voltage,Sword & Shield,128,Magearna,Rare Holo,Metal,90.0,https://images.pokemontcg.io/swsh4/128.png,0,3.0,0.31,0.16,0.31,0.39,-0.23,fair,True,,,0.0,
Sword & Shield,Sword & Shield,88,Musharna,Rare,Psychic,120.0,https://images.pokemontcg.io/swsh1/88.png,0,3.0,0.22,0.23,0.22,0.28,-0.23,fair,True,,,0.0,
Battle Styles,Sword & Shield,93,Murkrow,Common,Darkness,70.0,https://images.pokemontcg.io/swsh5/93.png,0,3.0,0.12,0.06,0.12,0.15,-0.23,fair,True,,,-7.7,
Neo Revelation,Neo,11,Misdreavus,Rare Holo,Psychic,50.0,https://images.pokemontcg.io/neo3/11.png,0,3.0,143.0,54.84,143.0,180.75,-0.23,fair,True,,,0.0,
Prismatic Evolutions,Scarlet & Violet,170,Amarys,Special Illustration Rare,,0.0,https://images.pokemontcg.io/sv8pt5/170.png,0,4.5,12.84,,12.84,16.23,-0.23,fair,True,7200.0,10.0,-1.9,
Lost Origin,Sword & Shield,105,Landorus,Rare,Fighting,120.0,https://images.pokemontcg.io/swsh11/105.png,0,3.0,0.17,0.16,0.17,0.21,-0.23,fair,True,,,-5.6,
Team Magma vs Team Aqua,EX,22,Team Magma's Rhydon,Rare,Fighting,80.0,https://images.pokemontcg.io/ex4/22.png,0,3.0,2.93,1.86,2.93,3.7,-0.23,fair,True,,,0.0,
BREAKthrough,XY,142,Houndoom Spirit Link,Uncommon,,0.0,https://images.pokemontcg.io/xy8/142.png,0,3.0,0.41,0.32,0.41,0.52,-0.23,fair,True,,,2.5,
Furious Fists,XY,24,Clawitzer,Rare Holo,Water,100.0,https://images.pokemontcg.io/xy3/24.png,0,3.0,0.63,1.03,0.63,0.8,-0.23,fair,True,,,0.0,
POP Series 7,POP,17,Spinda,Common,Colorless,70.0,https://images.pokemontcg.io/pop7/17.png,0,3.0,3.45,1.77,3.45,4.36,-0.23,fair,True,,,3.0,
Base Set 2,Base,29,Pinsir,Rare,Grass,60.0,https://images.pokemontcg.io/base4/29.png,0,3.0,4.63,4.24,4.63,5.85,-0.23,fair,True,,,-0.9,
Base Set 2,Base,25,Electrode,Rare,Lightning,80.0,https://images.pokemontcg.io/base4/25.png,0,3.0,5.3,4.87,5.3,6.69,-0.23,fair,True,,,0.6,
Rebel Clash,Sword & Shield,175,Rillaboom V,Rare Ultra,Grass,220.0,https://images.pokemontcg.io/swsh2/175.png,0,3.0,3.77,4.08,3.77,4.76,-0.23,fair,True,,,1.6,
Celebrations,Sword & Shield,14,Cosmoem,Rare,Psychic,90.0,https://images.pokemontcg.io/cel25/14.png,0,3.0,0.26,0.21,0.26,0.33,-0.23,fair,True,,,-7.1,
Lost Thunder,Sun & Moon,95,Shedinja,Rare,Psychic,40.0,https://images.pokemontcg.io/sm8/95.png,0,3.0,1.19,0.86,1.19,1.5,-0.23,fair,True,,,0.0,
Stellar Crown,Scarlet & Violet,134,Deluxe Bomb,ACE SPEC Rare,,0.0,https://images.pokemontcg.io/sv7/134.png,0,3.0,0.33,0.19,0.33,0.42,-0.23,,False,,,-13.2,
Ruby & Sapphire,EX,31,Grovyle,Uncommon,Grass,70.0,https://images.pokemontcg.io/ex1/31.png,0,3.0,1.79,1.67,1.79,2.26,-0.23,fair,True,,,-4.3,
Unbroken Bonds,Sun & Moon,125,Aggron,Rare,Metal,170.0,https://images.pokemontcg.io/sm10/125.png,0,3.0,0.43,0.54,0.43,0.54,-0.23,fair,True,,,0.0,
Jungle,Base,15,Vileplume,Rare Holo,Grass,80.0,https://images.pokemontcg.io/base2/15.png,0,3.0,90.7,29.11,90.7,114.49,-0.23,fair,True,,,0.2,
Forbidden Light,Sun & Moon,32,Dewpider,Common,Water,60.0,https://images.pokemontcg.io/sm6/32.png,0,3.0,0.23,0.07,0.23,0.29,-0.23,fair,True,,,9.5,
Celestial Storm,Sun & Moon,19,Cacnea,Common,Grass,60.0,https://images.pokemontcg.io/sm7/19.png,0,3.0,0.25,0.1,0.25,0.32,-0.23,fair,True,,,0.0,
Celestial Storm,Sun & Moon,74,Larvitar,Common,Fighting,60.0,https://images.pokemontcg.io/sm7/74.png,0,3.0,0.25,0.14,0.25,0.32,-0.23,fair,True,,,4.2,
Legendary Collection,Other,51,Machoke,Uncommon,Fighting,80.0,https://images.pokemontcg.io/base6/51.png,0,3.0,2.63,1.33,2.63,3.32,-0.23,fair,True,,,0.0,
DP Black Star Promos,Diamond & Pearl,DP01,Turtwig,Promo,Grass,60.0,https://images.pokemontcg.io/dpp/DP01.png,0,3.0,31.85,,31.85,40.19,-0.23,fair,True,,,0.0,
McDonald's Collection 2011,Other,5,Alomomola,Unknown,Water,100.0,https://images.pokemontcg.io/mcd11/5.png,0,3.0,4.3,1.38,4.3,5.43,-0.23,fair,True,,,1.2,
Sword & Shield,Sword & Shield,212,Zamazenta V,Rare Secret,Metal,230.0,https://images.pokemontcg.io/swsh1/212.png,0,3.0,13.8,20.91,13.8,17.41,-0.23,fair,True,,,4.0,
Paldean Fates,Scarlet & Violet,129,Arctibax,Shiny Rare,Water,90.0,https://images.pokemontcg.io/sv4pt5/129.png,0,3.0,4.47,2.44,4.47,5.64,-0.23,fair,True,,,7.2,
Destined Rivals,Scarlet & Violet,2,Yanma,Common,Grass,70.0,https://images.pokemontcg.io/sv10/2.png,0,3.0,0.12,0.04,0.12,0.15,-0.23,fair,True,,,-14.3,
Destined Rivals,Scarlet & Violet,62,Arrokuda,Common,Water,70.0,https://images.pokemontcg.io/sv10/62.png,0,3.0,0.12,0.05,0.12,0.15,-0.23,fair,True,,,0.0,
Destined Rivals,Scarlet & Violet,125,Team Rocket's Koffing,Common,Darkness,70.0,https://images.pokemontcg.io/sv10/125.png,0,3.0,0.12,0.04,0.12,0.15,-0.23,fair,True,,,20.0,
Neo Genesis,Neo,68,Oddish,Common,Grass,40.0,https://images.pokemontcg.io/neo1/68.png,0,3.0,1.02,0.49,1.02,1.29,-0.23,fair,True,,,3.0,
Phantom Forces,XY,32,Golbat,Uncommon,Psychic,70.0,https://images.pokemontcg.io/xy4/32.png,0,3.0,0.33,0.23,0.33,0.42,-0.23,fair,True,,,0.0,
Cosmic Eclipse,Sun & Moon,1,Venusaur & Snivy-GX,Rare Holo GX,Grass,270.0,https://images.pokemontcg.io/sm12/1.png,0,3.0,26.26,19.72,26.26,33.12,-0.23,fair,True,,,-3.5,
Unseen Forces,EX,45,Quilava,Uncommon,Fire,70.0,https://images.pokemontcg.io/ex10/45.png,0,3.0,1.76,0.45,1.76,2.22,-0.23,fair,True,,,0.6,
Dark Explorers,Black & White,76,Klang,Uncommon,Metal,80.0,https://images.pokemontcg.io/bw5/76.png,0,3.0,0.65,0.57,0.65,0.82,-0.23,fair,True,,,0.0,
Shining Fates Shiny Vault,Sword & Shield,SV079,Galarian Linoone,Rare Shiny,Darkness,100.0,https://images.pokemontcg.io/swsh45sv/SV079.png,0,3.0,2.5,1.8,2.5,3.15,-0.23,fair,True,,,0.4,
Shining Fates,Sword & Shield,61,Rusted Shield,Uncommon,,0.0,https://images.pokemontcg.io/swsh45/61.png,0,3.0,0.06,0.05,0.06,0.08,-0.23,fair,True,,,20.0,
POP Series 3,POP,10,High Pressure System,Uncommon,,0.0,https://images.pokemontcg.io/pop3/10.png,0,3.0,4.98,2.62,4.98,6.28,-0.23,,False,,,0.0,
Twilight Masquerade,Scarlet & Violet,172,Torkoal,Illustration Rare,Fire,130.0,https://images.pokemontcg.io/sv6/172.png,0,3.0,7.55,3.31,7.55,9.52,-0.23,fair,True,,,8.8,
Fusion Strike,Sword & Shield,135,Geodude,Common,Fighting,80.0,https://images.pokemontcg.io/swsh8/135.png,0,3.0,0.09,0.03,0.09,0.11,-0.23,fair,True,,,28.6,
Deoxys,EX,39,Masquerain,Uncommon,Grass,60.0,https://images.pokemontcg.io/ex8/39.png,0,3.0,1.19,0.64,1.19,1.5,-0.23,fair,True,,,0.0,
Phantasmal Flames,Mega Evolution,73,Togedemaru,Common,Metal,80.0,https://images.pokemontcg.io/me2/73.png,0,3.0,0.08,,0.08,0.1,-0.23,fair,True,,,0.0,
Astral Radiance,Sword & Shield,7,Yanmega,Uncommon,Grass,120.0,https://images.pokemontcg.io/swsh10/7.png,0,3.0,0.1,0.05,0.1,0.13,-0.23,fair,True,,,-9.1,
Guardians Rising,Sun & Moon,103,Taillow,Common,Colorless,60.0,https://images.pokemontcg.io/sm2/103.png,0,3.0,0.19,0.06,0.19,0.24,-0.23,fair,True,,,11.8,
Legend Maker,EX,40,Misdreavus,Uncommon,Psychic,50.0,https://images.pokemontcg.io/ex12/40.png,0,3.0,1.02,1.18,1.02,1.29,-0.23,fair,True,,,0.0,
Sun & Moon,Sun & Moon,160,Switch,Rare Secret,,0.0,https://images.pokemontcg.io/sm1/160.png,0,3.0,9.97,11.18,9.97,12.56,-0.23,,False,,,-0.5,
Vivid Voltage,Sword & Shield,179,Allister,Rare Ultra,,0.0,https://images.pokemontcg.io/swsh4/179.png,0,3.0,5.14,5.1,5.14,6.48,-0.23,fair,True,,,2.6,
Cosmic Eclipse,Sun & Moon,90,Golurk,Rare,Psychic,140.0,https://images.pokemontcg.io/sm12/90.png,0,3.0,0.3,0.28,0.3,0.38,-0.23,fair,True,,,3.4,
Vivid Voltage,Sword & Shield,121,Dialga,Rare Holo,Metal,130.0,https://images.pokemontcg.io/swsh4/121.png,0,3.0,0.34,0.47,0.34,0.43,-0.23,fair,True,,,-10.5,
Destined Rivals,Scarlet & Violet,235,Arven's Mabosstiff ex,Special Illustration Rare,Darkness,270.0,https://images.pokemontcg.io/sv10/235.png,1,5.0,26.78,47.26,26.78,33.73,-0.23,fair,True,,,-5.3,
Sword & Shield,Sword & Shield,139,Zamazenta V,Rare Holo V,Metal,230.0,https://images.pokemontcg.io/swsh1/139.png,0,3.0,1.04,1.45,1.04,1.31,-0.23,fair,True,,,5.1,
Phantasmal Flames,Mega Evolution,92,Punk Helmet,Uncommon,,0.0,https://images.pokemontcg.io/me2/92.png,0,3.0,0.12,,0.12,0.15,-0.23,fair,True,,,-29.4,
Cosmic Eclipse,Sun & Moon,70,Jolteon,Uncommon,Lightning,100.0,https://images.pokemontcg.io/sm12/70.png,0,8.0,0.82,0.39,0.82,1.03,-0.23,fair,True,,,-1.2,
BREAKthrough,XY,104,Florges BREAK,Rare BREAK,Fairy,140.0,https://images.pokemontcg.io/xy8/104.png,0,3.0,4.93,2.57,4.93,6.21,-0.23,fair,True,,,0.2,
FireRed & LeafGreen,EX,18,Arcanine,Rare,Fire,90.0,https://images.pokemontcg.io/ex6/18.png,0,3.0,2.06,1.15,2.06,2.59,-0.23,fair,True,,,1.0,
Delta Species,EX,110,Vaporeon ex,Rare Holo EX,Water,120.0,https://images.pokemontcg.io/ex11/110.png,1,8.5,303.49,481.45,303.49,381.99,-0.23,,False,,,0.0,
SWSH Black Star Promos,Sword & Shield,SWSH033,Zacian,Promo,Metal,130.0,https://images.pokemontcg.io/swshp/SWSH033.png,0,3.0,3.26,3.25,3.26,4.1,-0.23,fair,True,,,-6.3,
SM Black Star Promos,Sun & Moon,SM204,Necrozma,Promo,Psychic,130.0,https://images.pokemontcg.io/smp/SM204.png,0,3.0,7.43,14.41,7.43,9.35,-0.23,fair,True,,,1.5,
Obsidian Flames,Scarlet & Violet,175,Bunnelby,Common,Colorless,70.0,https://images.pokemontcg.io/sv3/175.png,0,3.0,0.12,0.04,0.12,0.15,-0.23,fair,True,,,-7.7,
Obsidian Flames,Scarlet & Violet,105,Larvitar,Common,Fighting,70.0,https://images.pokemontcg.io/sv3/105.png,0,3.0,0.12,0.04,0.12,0.15,-0.23,fair,True,,,-14.3,
Obsidian Flames,Scarlet & Violet,108,Barboach,Common,Fighting,70.0,https://images.pokemontcg.io/sv3/108.png,0,3.0,0.12,0.04,0.12,0.15,-0.23,fair,True,,,33.3,
Generations,XY,RC31,M Gardevoir-EX,Rare Ultra,Fairy,210.0,https://images.pokemontcg.io/g1/RC31.png,0,3.0,103.64,55.32,103.64,130.4,-0.23,,False,,,-1.6,
Boundaries Crossed,Black & White,116,Buneary,Common,Colorless,60.0,https://images.pokemontcg.io/bw7/116.png,0,3.0,0.44,0.11,0.44,0.55,-0.23,fair,True,,,0.0,
Boundaries Crossed,Black & White,113,Skitty,Common,Colorless,60.0,https://images.pokemontcg.io/bw7/113.png,0,3.0,0.44,0.28,0.44,0.55,-0.23,fair,True,,,2.3,
Chilling Reign,Sword & Shield,44,Rapid Strike Urshifu,Rare Holo,Water,140.0,https://images.pokemontcg.io/swsh6/44.png,0,3.0,0.33,0.42,0.33,0.42,-0.23,fair,True,,,-2.9,
Forbidden Light,Sun & Moon,91,Goomy,Common,Dragon,40.0,https://images.pokemontcg.io/sm6/91.png,0,3.0,0.25,0.05,0.25,0.31,-0.23,fair,True,,,-7.4,
Scarlet & Violet Black Star Promos,Scarlet & Violet,157,Zapdos,Promo,Lightning,110.0,https://images.pokemontcg.io/svp/157.png,0,3.0,2.26,0.64,2.26,2.84,-0.23,fair,True,,,-4.6,
Ruby & Sapphire,EX,83,Lady Outing,Uncommon,,0.0,https://images.pokemontcg.io/ex1/83.png,0,3.0,0.74,0.63,0.74,0.93,-0.23,fair,True,,,1.4,
Platinum,Platinum,20,Bastiodon,Rare,Metal,130.0,https://images.pokemontcg.io/pl1/20.png,0,3.0,1.46,1.04,1.46,1.84,-0.23,fair,True,,,2.1,
Celestial Storm,Sun & Moon,96,Registeel,Rare,Metal,120.0,https://images.pokemontcg.io/sm7/96.png,0,3.0,0.42,0.31,0.42,0.53,-0.23,fair,True,,,-8.7,
Celestial Storm,Sun & Moon,80,Regirock,Rare,Fighting,120.0,https://images.pokemontcg.io/sm7/80.png,0,3.0,0.42,0.49,0.42,0.53,-0.23,fair,True,,,0.0,
Noble Victories,Black & White,27,Vanillite,Common,Water,50.0,https://images.pokemontcg.io/bw3/27.png,0,3.0,0.31,0.19,0.31,0.39,-0.23,fair,True,,,-3.1,
Sun & Moon,Sun & Moon,55,Golbat,Uncommon,Psychic,80.0,https://images.pokemontcg.io/sm1/55.png,0,3.0,0.14,0.1,0.14,0.18,-0.23,fair,True,,,-6.7,
Journey Together,Scarlet & Violet,82,Regirock,Rare,Fighting,130.0,https://images.pokemontcg.io/sv9/82.png,0,3.0,0.14,0.07,0.14,0.18,-0.23,fair,True,,,-26.3,
Furious Fists,XY,2,Weepinbell,Uncommon,Grass,80.0,https://images.pokemontcg.io/xy3/2.png,0,3.0,0.34,0.16,0.34,0.43,-0.23,fair,True,,,0.0,
Generations,XY,18,M Blastoise-EX,Rare Holo EX,Water,220.0,https://images.pokemontcg.io/g1/18.png,0,3.0,30.35,26.69,30.35,38.16,-0.23,fair,True,,,-0.2,
Champion's Path,Sword & Shield,59,Poké Ball,Common,,0.0,https://images.pokemontcg.io/swsh35/59.png,0,3.0,0.15,0.04,0.15,0.19,-0.23,fair,True,,,7.1,
Gym Heroes,Gym,31,Misty's Poliwrath,Rare,Water,90.0,https://images.pokemontcg.io/gym1/31.png,0,3.0,14.6,12.04,14.6,18.35,-0.23,fair,True,,,1.3,
Champion's Path,Sword & Shield,71,Galarian Cursola V,Rare Ultra,Psychic,190.0,https://images.pokemontcg.io/swsh35/71.png,0,3.0,1.52,2.06,1.52,1.91,-0.23,,False,,,-12.6,
Twilight Masquerade,Scarlet & Violet,180,Enamorus,Illustration Rare,Psychic,120.0,https://images.pokemontcg.io/sv6/180.png,0,3.0,7.62,3.13,7.62,9.58,-0.23,fair,True,,,-2.9,
Unbroken Bonds,Sun & Moon,52,Frogadier,Uncommon,Water,80.0,https://images.pokemontcg.io/sm10/52.png,0,3.0,0.26,0.14,0.26,0.33,-0.23,fair,True,,,-7.1,
Lost Origin,Sword & Shield,68,Jynx,Common,Psychic,100.0,https://images.pokemontcg.io/swsh11/68.png,0,3.0,0.09,0.02,0.09,0.11,-0.23,fair,True,,,-18.2,
Scarlet & Violet,Scarlet & Violet,80,Miraidon,Rare,Lightning,120.0,https://images.pokemontcg.io/sv1/80.png,0,3.0,0.15,0.05,0.15,0.19,-0.23,fair,True,,,25.0,
Roaring Skies,XY,96,Winona,Uncommon,,0.0,https://images.pokemontcg.io/xy6/96.png,0,3.0,0.32,0.3,0.32,0.4,-0.23,fair,True,,,0.0,
Roaring Skies,XY,93,Ultra Ball,Uncommon,,0.0,https://images.pokemontcg.io/xy6/93.png,0,3.0,0.32,0.46,0.32,0.4,-0.23,fair,True,,,0.0,
HGSS Black Star Promos,HeartGold & SoulSilver,HGSS14,Lapras,Promo,Water,90.0,https://images.pokemontcg.io/hsp/HGSS14.png,0,3.0,31.46,,31.46,39.51,-0.23,fair,True,,,0.0,
Sandstorm,EX,8,Lunatone,Rare Holo,Psychic,60.0,https://images.pokemontcg.io/ex2/8.png,0,3.0,41.94,11.37,41.94,52.66,-0.23,fair,True,,,3.4,
Team Up,Sun & Moon,180,Nita,Rare Ultra,,0.0,https://images.pokemontcg.io/sm9/180.png,0,3.0,43.07,31.26,43.07,54.07,-0.23,fair,True,,,0.0,
Crimson Invasion,Sun & Moon,22,Remoraid,Common,Water,60.0,https://images.pokemontcg.io/sm4/22.png,0,3.0,0.18,0.09,0.18,0.23,-0.23,fair,True,,,0.0,
Fossil,Base,39,Magmar,Uncommon,Fire,70.0,https://images.pokemontcg.io/base3/39.png,0,3.0,1.07,3.74,1.07,1.34,-0.23,fair,True,,,-0.9,
Black Bolt,Scarlet & Violet,63,Klinklang,Rare,Metal,150.0,https://images.pokemontcg.io/zsv10pt5/63.png,0,3.0,0.11,0.06,0.11,0.14,-0.23,fair,True,,,-15.4,
Black Bolt,Scarlet & Violet,26,Beartic,Rare,Water,150.0,https://images.pokemontcg.io/zsv10pt5/26.png,0,3.0,0.11,0.06,0.11,0.14,-0.23,fair,True,,,-26.7,
Silver Tempest,Sword & Shield,90,Hisuian Arcanine V,Rare Holo V,Fighting,230.0,https://images.pokemontcg.io/swsh12/90.png,0,3.0,1.11,0.8,1.11,1.39,-0.23,fair,True,,,14.4,
Lost Origin,Sword & Shield,112,Spinarak,Common,Darkness,50.0,https://images.pokemontcg.io/swsh11/112.png,0,3.0,0.12,0.04,0.12,0.15,-0.23,fair,True,,,0.0,
Hidden Legends,EX,3,Crobat,Rare Holo,Grass,90.0,https://images.pokemontcg.io/ex5/3.png,0,3.0,25.05,6.97,25.05,31.44,-0.23,fair,True,,,4.1,
Temporal Forces,Scarlet & Violet,159,Rescue Board,Uncommon,,0.0,https://images.pokemontcg.io/sv5/159.png,0,3.0,0.16,0.04,0.16,0.2,-0.23,fair,True,,,-5.9,
Temporal Forces,Scarlet & Violet,142,Bianca's Devotion,Uncommon,,0.0,https://images.pokemontcg.io/sv5/142.png,0,3.0,0.16,0.04,0.16,0.2,-0.23,fair,True,,,-11.1,
Platinum,Platinum,42,Cacturne,Uncommon,Grass,90.0,https://images.pokemontcg.io/pl1/42.png,0,3.0,0.78,0.36,0.78,0.98,-0.23,fair,True,,,0.0,
XY,XY,50,Grumpig,Rare,Psychic,100.0,https://images.pokemontcg.io/xy1/50.png,0,3.0,0.44,0.48,0.44,0.55,-0.23,fair,True,,,0.0,
Battle Styles,Sword & Shield,102,Bronzong,Rare Holo,Metal,110.0,https://images.pokemontcg.io/swsh5/102.png,0,3.0,0.3,0.52,0.3,0.38,-0.23,fair,True,,,0.0,
Fossil,Base,25,Lapras,Rare,Water,80.0,https://images.pokemontcg.io/base3/25.png,0,3.0,9.02,9.71,9.02,11.31,-0.23,fair,True,,,0.1,
Fossil,Base,7,Hitmonlee,Rare Holo,Fighting,60.0,https://images.pokemontcg.io/base3/7.png,0,3.0,95.34,36.64,95.34,119.56,-0.23,fair,True,,,0.0,
Majestic Dawn,Diamond & Pearl,94,Health Energy,Uncommon,,0.0,https://images.pokemontcg.io/dp5/94.png,0,3.0,0.8,0.23,0.8,1.0,-0.23,fair,True,,,6.7,
Silver Tempest,Sword & Shield,188,Brandon,Rare Ultra,,0.0,https://images.pokemontcg.io/swsh12/188.png,0,3.0,3.69,5.91,3.69,4.63,-0.23,fair,True,,,1.1,
Astral Radiance,Sword & Shield,126,Miltank,Rare Holo,Colorless,110.0,https://images.pokemontcg.io/swsh10/126.png,0,3.0,0.28,0.13,0.28,0.35,-0.23,fair,True,,,0.0,
Destined Rivals,Scarlet & Violet,65,Cetitan ex,Double Rare,Water,300.0,https://images.pokemontcg.io/sv10/65.png,1,3.0,0.48,0.51,0.48,0.6,-0.23,fair,True,,,-36.0,
Twilight Masquerade,Scarlet & Violet,85,Chimecho,Common,Psychic,70.0,https://images.pokemontcg.io/sv6/85.png,0,3.0,0.1,0.06,0.1,0.13,-0.23,fair,True,,,-16.7,
Jungle,Base,36,Fearow,Uncommon,Colorless,70.0,https://images.pokemontcg.io/base2/36.png,0,3.0,1.04,1.71,1.04,1.3,-0.23,fair,True,,,-1.0,
Obsidian Flames,Scarlet & Violet,117,Lycanroc,Uncommon,Fighting,130.0,https://images.pokemontcg.io/sv3/117.png,0,3.5,0.13,0.03,0.13,0.16,-0.23,fair,True,,,-7.1,
Black & White,Black & White,19,Emboar,Rare Holo,Fire,150.0,https://images.pokemontcg.io/bw1/19.png,0,3.0,2.22,0.44,2.22,2.78,-0.23,fair,True,,,0.0,
Primal Clash,XY,109,Vibrava,Uncommon,Dragon,80.0,https://images.pokemontcg.io/xy5/109.png,0,3.0,0.28,0.2,0.28,0.35,-0.23,fair,True,,,0.0,
Primal Clash,XY,27,Combusken,Uncommon,Fire,80.0,https://images.pokemontcg.io/xy5/27.png,0,3.0,0.28,0.1,0.28,0.35,-0.23,fair,True,,,0.0,
Arceus,Platinum,74,Shinx,Common,Lightning,60.0,https://images.pokemontcg.io/pl4/74.png,0,3.0,0.45,0.21,0.45,0.56,-0.23,fair,True,,,9.8,
Vivid Voltage,Sword & Shield,151,Drone Rotom,Uncommon,,0.0,https://images.pokemontcg.io/swsh4/151.png,0,3.0,0.06,0.05,0.06,0.08,-0.23,fair,True,,,-57.1,
Vivid Voltage,Sword & Shield,161,Wyndon Stadium,Uncommon,,0.0,https://images.pokemontcg.io/swsh4/161.png,0,3.0,0.06,0.04,0.06,0.08,-0.23,fair,True,,,-25.0,
Vivid Voltage,Sword & Shield,61,Zeraora,Rare Holo,Lightning,100.0,https://images.pokemontcg.io/swsh4/61.png,0,3.0,0.32,0.62,0.32,0.4,-0.23,fair,True,,,-5.9,
Boundaries Crossed,Black & White,2,Gloom,Uncommon,Grass,80.0,https://images.pokemontcg.io/bw7/2.png,0,3.0,0.49,0.37,0.49,0.61,-0.23,fair,True,,,0.0,
Power Keepers,EX,88,Metal Energy,Rare,,0.0,https://images.pokemontcg.io/ex16/88.png,0,3.0,1.55,0.43,1.55,1.94,-0.22,fair,True,,,0.0,
